date_parsed,vaa,vab,vacon19_21,van19_21,vade,vaf,vagon47,van47,vahj,vai,vak,valmn,vao,vap,vaq,varstos,varst,yctax,ycsub,vaabcde,vaghji,vaklmn,vaopqrst,bericht,vaopqrstos,vac,vag,vacon1921,van1921,vaabcdef,vaghjiklmnopqrstos,vaabcdeon19_21,consp,consg,icnstr,ime,exc1,excm,ext,exst,imc1,ims,imt,imst,constot,ifix,domdemoi,domdem,extot1,totdem,imtot1,vasport,iinv1_gc,pconsp,pconsg,picnstr,pime,pexc1,pexcm,pext,pexst,pimc1,pims,pimt,pimst,pconstot,pifix,pdomdemoi,pdomdem,pextot1,ptotdem,pimtot1,pgdpos,pgdpoi,nconsp,nconsg,nicnstr,nime,nexc1,nexcm,next,nexst,nimc1,nims,nimt,nimst,nconstot,nifix,ndomdemoi,ndomdem,nextot1,ntotdem,nimtot1,niinv1,uroff,urilo,unempoff,unempilo,ltotv,et,ltoth,wage,ywagep,ywageh,ltot,winc,swork,fwork,ybusprb,srate,lrate,ihouse,icbus,wrinc,lprodos,lprodhos,lprod,lprodh,ydispb,ydispbr,saverate,saveratefree,srate_ge,lrate_ge,hlthins,wkfreuro,lfpot,ygov,ybbu,poilusd,wd,g_gdpos,n_pop,inflation
1992-01-01,,195.70656488267198,,,,,,,,3505.12343796791,,,,,,,,,,,,,,,,,,,,,,25401.622143860095,,,,,,,,,,,,,,,,,,,,,0.20264313099118197,,,,114.23673111512237,,,,,116.22403959273474,,,,,,,,,,108.02282552644544,,,,,,,,,,,,,,,,,,,,,,,1.3877259815366878,2.8709889158389554,64.2371842968833,,,,,,,,,,82.42835595822658,,,,,,3714.407455804523,,,,,,,,,,,,,,,,,,,,,
1992-04-01,-1.6109843621618438,192.58745188715702,-72.35012813087451,6.811689972262457,18.56139544985581,-48.98276400302893,-139.7976252763583,-37.70066663097077,-68.3592464116773,3477.509508611517,43.814511305371525,84.66667298655375,59.805750457679096,-8.539981477702668,-7.438032977725925,-39.879810799964616,-59.37361793207765,20.20089308790557,27.499817192301634,-50.48101492216665,-304.90848870548143,348.589208542151,-89.8394187769336,45.83528173669447,-24.015401330379973,-4.484884426485223,-177.8916980667709,-72.35012813087451,6.811689972262457,2.283080012199207,64.29225600097561,25289.61960198273,-38.29134859221813,42.94182553780411,-53.74446991156401,-372.2252372171479,-75.58069390885794,-41.21635041527156,-41.25961707747956,28.67396749315958,-416.86117036437645,117.74892359537535,9.51545950693162,129.80279852865715,16.066979166513192,-394.2931777750018,-84.90383247414138,-650.646439876582,-82.34166352566535,334.8787398132845,-267.64624780352096,-0.5270072077308442,-0.18367571352557743,0.7490869824363529,0.2778632711228397,-0.7007626215267067,114.4823236589777,0.05333727023155177,0.3272035710560459,0.8592950093557903,1.3151654469955076,115.15525829597385,0.06985248384349063,0.2848198085588507,0.14169574800138207,0.7270025449494426,-0.1807853921538083,0.4036328414837129,0.06175452780325941,0.620971487526333,0.27731154590912865,107.1849243278831,0.33697393421174127,0.6052202501377622,230.72770858481817,23.532781455975055,-45.99338974141756,-384.0832855754197,2.573674810173543,-18.75963092612284,-10.288548916115815,130.1774581354366,-558.2440056303858,104.68993462740855,14.150038844545634,120.35824870287797,252.82514374099264,-460.5719873751332,210.28126732676174,-404.60050201068225,134.88742822133645,-317.3571606314945,-440.07059088790993,-309.3905819760964,1.7824649984963352,3.3001312162812586,82.55507206449828,15.205900957997969,-14.99825539666017,-5.2824150804917736,-1.4096156230134511,0.45799339374823944,216.64946810234687,243.0643316754722,-18.559703655319936,0.20385948108526364,81.3118861232812,-2.453283447853039,,-0.5310479478249412,-0.3203356207074348,139.84655058021144,3630.7935653622035,0.12747944326876137,0.18290929181159044,-0.12763493645124413,0.1829179621034953,-0.12915025601704144,,,,,0.5713567580463987,-0.26733229927272184,55.85278036382442,-0.027545764235305636,7.078089122130677,,,-0.1216813411908042,48594129.394340515,0.0026055745874060676,0.002297506471734323,0.009937672237155581
1992-07-01,-5.927393102145288,191.42098665077904,-222.58342564787745,11.249414570734643,15.396970659301587,-59.49498067875356,-168.16559450960995,-7.354558251829076,-93.07020565773928,3442.002432482109,94.86112817933372,-52.197531944799266,-26.970045532654694,-8.077973527947051,-52.90136601870472,-53.292086460763585,-71.12812011004871,-51.67630648762133,28.838734708787797,-197.0730845841681,-226.88560596227398,111.54466431239416,-145.3263841911139,-3.966845515080422,-211.7609795848948,-145.87346040251214,-157.3073715994069,-222.58342564787745,11.249414570734643,-245.6022496453479,-200.06350798497442,24994.046098264327,-35.72156011270272,-41.497000032943106,-62.99500321163214,-529.3232517996294,-156.09541693989013,-30.736411099733118,-70.94236205639072,28.479682824168776,-259.91217643524215,144.8776942951481,33.045271849348865,180.28017990541412,-40.4730077504355,-661.7700764503388,4.304915029817494,-609.9258501664299,-184.108950467642,-731.1334704715991,-114.75780881442188,-0.8288137548381097,-0.009242513068393743,0.567932565836287,0.1971969689998616,-0.737931483651991,114.74157424893708,0.3056770130248623,0.3258247595548269,0.878762543770705,1.3646189588370703,114.45332213714435,-0.6734551229632757,-0.14425255187340724,-0.5875973383717934,0.5591137543846969,-0.3364703935835678,0.3968740013315539,-0.0629497306333775,0.7719853064400013,0.2526821541552522,106.61046486654571,0.4884140634665499,0.7654883113575011,290.9955982975298,34.055993425083216,-58.799022385588614,-588.4032011388081,-53.795100099068804,-13.329789155923208,-5.547254477034585,173.73766883803,-573.9771134740913,86.25663357416033,27.340482376208683,113.14212225544361,345.8312230649317,-744.2996238566775,-658.2058372485335,-797.9449138560449,44.62011297218851,-744.184472642839,-458.9751830376299,-84.34909374228818,2.1813240679401953,3.466931830191743,101.06350482624941,8.01706381972383,-27.470875381923634,-11.411562254381806,-2.597120687222059,0.4966206480927724,94.97758257520763,123.91105903944117,-33.36363967865964,0.1700334210344785,80.02006398433042,-2.5069513776398367,,-0.5344137663934401,-0.3197714368686908,143.4517080143387,3531.42148119687,0.09197760825276191,0.14640322315701582,0.003000947374133034,0.14665759994456096,-0.024884694640519456,,,,,-0.32700843718459005,-0.38894931569448765,58.93286599570479,-0.0227794317475547,7.408269829982146,,,0.1523528357921009,43045666.13624191,-0.00596091596930215,0.0024024894977454636,0.008086991322014292
1992-10-01,-8.697492325425628,192.2613413897112,-175.78026676165246,5.487380471570077,-14.31719719311377,-59.17743474470444,-123.47913612890261,-12.467865514174264,-144.53276559554251,3394.7614104212735,129.85697275902294,-317.28927991698583,-255.1647225158522,-7.314331169213801,39.966598179650646,-53.37079569827711,-41.16197672385897,-98.48026573255356,32.43682531977947,-252.27747359410932,-319.8175469085545,339.033077637534,-57.31627669645604,13.17820916637811,-226.84221328189597,-128.2704439272311,-140.13402415293058,-175.78026676165246,5.487380471570077,-372.9162065024502,-216.40494675847003,24281.722950090803,-3.0941968420593184,-287.0679164610192,-61.657287697145875,-299.3097585711439,-46.57815993619079,-18.72485769063087,-53.59280524941869,-74.4193513666396,-458.44644618257007,94.940851042752,11.662632333190231,108.60462260477834,-66.49739381247491,-419.76736201877065,-307.2052945433534,-880.6701460614131,-152.3583488518998,-1054.658837626659,-384.7027406979396,-1.21284902138983,0.04788249781979821,0.4339083467814646,0.35786462367042304,-0.5071093744451076,115.04273735313693,-0.33248993335556065,0.4252820862566793,0.7559569494201241,1.4139337965455638,113.43644952537822,-0.02175244345052363,-0.7348667353024609,-0.4730298867208518,0.418822187908205,-0.2992144475280156,0.3996362799985178,0.3672637728810315,0.6960893731067301,0.17898300022483227,105.76048787997226,0.4945482249731441,0.7854640301499529,224.19795128942496,-169.12107467658097,-35.861774978217,-311.44003409252946,-91.51239419885678,-5.981146253392012,-11.767664936118763,191.56239934343103,-509.5017426416525,74.1138993382674,-7.8566217338773185,66.13346160542096,243.41288533253828,-518.7458505254617,-56.39491775645001,-280.284727421109,-71.39532648377644,-406.8482312087581,-456.7162332905318,-136.9689884660798,2.606836523461338,3.7613576140674496,120.80703046425735,9.501708545272521,-47.58101042976932,-60.1344209343124,-6.142268304478193,0.6589351144917543,256.9104068214074,263.9757585829575,-64.6787910375051,0.1928447688224395,78.71947293806076,-2.7736183801226275,,-0.5303575189430116,-0.229715940324839,162.3897336516511,3434.662939815662,0.028958469812334187,0.15797919999790366,0.017323910272395437,0.15659616833351464,0.01443435078016364,,,,,-0.9491478232436368,-0.23889195070519964,59.94682004893912,-0.03561301939594275,6.97880137500033,,,0.10823832646877207,31775216.874404907,-0.01618055606576796,0.0023243865948057163,0.006622742433834539
1993-01-01,-4.996469155394607,188.33741395999428,-230.5529558901144,5.030740279603151,69.3625751885238,-212.8103794417384,-229.39267077258955,-51.689640697904906,-43.8567863721928,3356.673126559312,26.38103344640149,-109.01521990073161,62.30194085231051,74.63467866668066,-20.750899412210856,-44.77522268313078,-22.987494763093764,-16.872805975352094,19.046538084906842,29.700326454938477,-349.85883532913067,-625.2338481199113,-30.301920404326665,-91.63244650113211,144.8310034603346,-183.30093000007037,-264.49345618694315,-230.5529558901144,5.030740279603151,-171.64691878464873,-881.8433668401267,24657.65760094865,-509.35793407315214,49.00950741235283,-54.094101217569914,-367.53472843513555,-221.976553650009,-47.60116873554307,-54.23003172191329,182.20387574206507,-240.77966220724556,73.8609200379442,22.426424724965727,95.69579964968761,-707.4626604824298,-439.14030809668475,-2366.400177558855,-743.5214885830792,-92.11816764214018,-1639.8247397350788,-236.03420993019608,1.9928540199699423,0.07122943991183592,0.7739964763362224,1.1992370989190846,-0.8289689614095863,115.2688648967945,1.4462884328494852,0.3317723931401986,0.8699915635283162,1.077930471001352,114.81517919275146,0.2610588479075773,0.5196765949172999,0.5272419560820936,0.7585922575645156,-0.19609154140168528,0.38879891150820356,0.10649245903724136,0.9035916039332648,0.421241170787539,106.91084352165778,0.30666161753033805,0.5998075696151233,241.22464546021365,244.52514073816565,-400.0595986578628,-358.9177424034606,-132.7836558911331,-22.442952072078697,-26.51858683030423,361.7775669263592,-190.605017257265,108.49711701241176,33.06474719099765,140.988142421671,288.95478081930196,-496.3089336196608,-518.9117366819264,-521.9239147112385,379.97157762394636,-60.22371966732317,-37.463003647932055,-347.6137396635785,3.0049582174957012,4.151122125936122,139.2746911263579,12.870133815235675,-45.4978045815792,6.726896997459335,-18.602149498926792,0.7885374758116512,-347.3400233236971,-298.64568025563494,-59.17415755447746,0.2090682711916756,81.02373321207462,-2.435044241265473,,-1.0296625756920648,-0.35111444552628424,-263.63144367299356,3352.6579298436004,0.07968191942094549,0.2243438239287343,-0.04587468782588644,0.22497040060898144,-0.007230258521246924,,,,,-0.6467753691617535,-0.27287667554950623,57.77265334795766,0.04089916908922864,8.316276490232667,,,-0.21181415216255317,-18037167.55052185,-0.000395758237935695,0.002669594944704201,0.010020062897155846
1993-04-01,-26.42900244535099,191.18257206023884,216.90605428415074,34.092549369273456,-89.52091165229422,94.65197068890848,-51.643785059510265,-20.931215544719635,-108.93214880177584,3413.088926219195,352.3350472777456,596.5702056587143,216.0462505485375,-10.218819542225901,31.51490563025527,6.575950116938202,-10.607522535153294,123.85213627701523,27.777510429130416,152.60895256767617,-182.49658446991089,1133.570807285705,171.246153225773,146.01492358096357,184.96383621295172,270.15966086128174,-76.47101779410332,216.90605428415074,34.092549369273456,317.8649785439302,1118.9292816682137,24741.464799920283,130.67254506117024,241.58599966781185,-185.80629691438298,112.82326951408868,497.0746415825233,14.47739437140558,-49.37280993176137,250.8087657306296,371.40848037114847,156.02757541187384,26.29761106760634,183.28743406081594,378.77285244100494,9.34170326855019,623.9862826733151,1038.2608219118556,808.4758317898377,2644.9411864822614,604.077180932567,-0.206129865858087,0.5748324539340469,0.7213884802887094,-0.19726530786084595,-0.9871213053309447,115.53546276335692,-1.3640352147378962,0.20327039292175897,1.2946597663090245,2.7856761763485594,112.56882660274016,-0.5631884836681564,-1.3506029153083716,-0.7527185811151895,0.5761902707007209,-0.2971675454427469,0.27860996389101444,0.23985322423986588,0.3727044046242014,0.2639844862957972,105.10815642980981,0.6843151212299858,0.6934617389328537,420.60754982727667,100.10779790409651,-269.5251643103493,167.23684597732972,394.1487010774363,8.643711172063888,-1.201045436597724,524.5295005805183,92.21070094669267,109.46001211025941,-5.170733378012301,104.88984651946521,508.7311790249951,-99.79838018551891,747.547821464148,1156.2721005049825,951.7050510731278,2069.830520921576,194.67302418025793,620.7143404278165,3.420463904170398,4.287949315301687,158.56413546973752,5.908280315202546,30.893435411931478,15.394917118819194,2.4179677892454947,0.16398317773710858,620.4946257482807,642.7822467685182,37.37032728151462,0.0828577808143649,75.91702635512317,-2.417628588737557,,-1.6476374695609923,-1.0438911460530669,122.93167133966563,3211.3538833833495,-0.0066758273891593944,0.1739675750652765,0.7024054318599013,0.17415982418830112,0.690666218312785,,,,,-0.26489824895235525,-0.40922076066608515,66.63701558021535,-0.08797905926809935,5.063548137650741,,,-1.6214956913764098,91602162.21947098,0.015803196830464827,0.0018670453960254463,0.010269210895857306
1993-07-01,-27.89570652989164,190.91983552210027,139.290352763157,24.94424961072741,197.90190341469724,-52.71093816536995,70.0899613703059,-64.98586086140858,-108.19192894067237,3288.3483348486398,172.01037330794588,236.11476017663517,75.68590706298164,-36.6394359089993,107.09729950756173,-0.01940453626366434,-14.398516496378761,50.930179313813824,30.062840279776537,243.89876199254286,-215.5556570328008,490.0184174875176,144.54912888534818,84.49358551099567,113.34057049743205,158.25498253498517,-7.941959218984266,139.290352763157,24.94424961072741,228.330214052854,366.30220714632014,24979.111036526076,363.4051227593736,94.573337851205,141.11031515851937,208.67171327190044,-0.7527047870316892,19.59694426594774,-69.0859080288842,77.87930642511856,389.17534062523555,87.9576809445698,6.494833451321938,95.6178523937142,476.85566503347945,310.684193019486,1505.548914873536,1019.9991830823274,58.644232460959756,1058.327932882792,496.17314354818154,-0.38624520238073634,0.7103945526753489,0.5456751435254859,-0.1898969847393488,-0.1191665367241228,115.77878656411903,0.12153460085991696,0.12860399938377043,0.7478188757817748,1.2722798053318627,112.39345913541493,0.5925530228920195,-0.9136799917474718,0.2531161512754778,0.46064849220086046,0.039087366408040225,0.3762634447552955,0.4869523802657767,0.6751642685013763,0.6752651244934214,105.11938300109466,0.8297889203274167,0.5420359537007755,660.4840909819686,63.57330388666378,231.76751386439537,229.3602017627618,78.70277684488974,10.844760626903735,-13.027439495583621,216.14339453483808,313.27578664477187,109.71333724262513,-16.15057676526544,93.73878764929577,773.9467989221448,353.45340269072767,881.1575000731827,1383.9123906318127,263.56665488530416,1649.9865096366848,405.964391955531,518.8497952140714,3.7609662817735336,4.621382830329691,174.34781725855166,18.578577857911654,-7.397626818299614,26.46259726471635,8.80100351480155,0.22736561626142304,351.98659665531886,361.10391458652157,-8.91812588971834,0.12896071051986624,70.85856717724849,-2.5284739928582383,,-0.17762914887088233,-0.5793177636477713,297.46844227204747,3107.4569150060834,0.05701440877053443,0.3318909603717941,0.18403279428780195,0.33210723149542787,0.1605260613607271,,,,,-1.0110348205489181,-0.6729771656099413,43.70204440629141,-0.02412616533798273,6.037577327493182,,,-1.5428785190887062,140573601.62696075,0.004279462167891879,0.0020214778596585603,0.0064581616199745895
1993-10-01,-28.23179390128621,187.18085922094406,291.71641841047676,28.758788927283376,229.15781756475462,63.209618352493635,-77.49229159207243,-46.19448390288653,-92.46234938897578,3243.8530942678826,71.82072338660691,93.13302947159173,32.29542071376454,-63.38264385201205,25.887486406801145,-84.24527052941858,-69.63840524746138,-2.7162063947489514,29.185030025508695,292.43786534033643,-234.40454022622725,443.3697608751536,81.57854614219104,96.6800784108882,-24.501695351467788,280.761464877829,-154.42716604215457,291.71641841047676,28.758788927283376,291.5998680357734,131.86175091782934,25033.33159552055,111.77595503885095,79.56339910227689,290.0850558367947,76.16606663454877,61.77628715836545,24.83696934835416,2.318549101266399,244.8116043716782,648.6027174775809,154.31039152825542,27.89529022949455,183.27896553902428,318.36832714137563,326.2946239804878,685.2444824845588,1333.4289785360452,285.2828677033467,1537.4383125560125,854.4865630791319,-0.5794506009558841,0.39458262454284987,-0.38470805667378727,0.04665218719731001,0.06656768622877962,115.97258312887213,1.1806668682960861,0.023555238071047313,0.25994565042776685,-0.22332950475001212,108.81928440655635,-0.5602471535973592,-0.2648345013805766,-0.3271700613917119,-0.3084215971865518,-0.011381096072469177,-0.07363444970005162,-0.38857992155108434,0.7578857942774846,-0.32480809594538584,102.61340018328657,0.36071152602126233,0.9136659235618936,-162.51543229000526,77.42397841831735,311.98337994767826,116.19439538471306,241.86859224418367,12.77323917079417,7.899941307040081,249.44919416017183,158.61348363192883,111.43561839493123,22.026501155652795,133.3979804835235,33.6957948669442,324.87339301022075,532.4046646768256,824.7706390168314,430.2600313957082,1231.905552332115,291.13603304868957,318.44811329032996,3.8785301326825246,4.683583360137457,179.76648071105498,-1.3073691999447306,-14.89840879329131,-35.58144897569446,5.595394916655778,0.35256565684517227,363.017477505804,347.6225102246899,-12.169116926547758,0.07939165066632015,72.37851562030961,-1.8625847551040806,,0.718633126457525,0.2358114605145829,447.6831437658675,3023.269661286932,0.08083570490396141,0.22932664388537916,0.25836124528778726,0.22933509301002175,0.25363579751333987,,,,,-0.5988009231377047,-0.13565771220159029,14.76158302121803,-0.02039200793147189,6.495347875965763,,,-0.8042169125091263,112526880.94093704,-0.0014024797477532047,0.0020270378833409097,-0.00010277919477719166
1994-01-01,-25.2496735855284,176.017373553025,4.598954835877521,25.368035652307526,-81.53769984491828,22.94337581484251,117.6775677923979,-7.846853455814198,-86.82068353256727,3226.753206163616,31.690498540509907,114.37462475218126,85.61752140759927,-31.742822115286117,23.189092437785803,-199.11142313392747,-185.98308517643136,54.7079431332495,41.38196774778817,106.94283718373845,10.400951813353458,-269.3615273940086,-134.78236942715012,14.307572852083013,-9.695422048887849,52.9078827265912,101.89955901495887,4.598954835877521,25.368035652307526,161.48315694088524,-134.9612742518657,25308.973344569895,88.11686029165867,116.61707116531943,384.34767128949716,-369.1404448226931,564.595921167609,26.88557272360572,50.96666018775977,-99.41937127867823,161.6009718572459,247.7109357768877,11.948768155703874,264.6982873747547,28.874001142394263,-114.82596363041375,-881.8528156340035,179.40123583316745,612.143727229035,283.33318365432206,383.7691457614201,0.3685736317647763,0.04862621550787832,-0.13992540028252165,0.569468354528297,-0.04339739988596136,116.28614952624267,-0.6061458763073233,0.16278348866045178,0.4025530630944729,-2.3261031116458355,107.49722868987953,-0.8575372106394639,-1.0956395880584466,-1.1261303900174369,-0.056756146933878426,0.17497577289073263,-0.10044774839285253,0.0755242018354636,-1.4925959322234092,-0.16901989344393087,101.43898757966102,0.08002063813640348,-0.033979856947880194,123.49030639945704,234.2358413209331,130.51836172197181,-337.5337361424972,529.0842767703471,15.563881358513981,40.76352332736133,-344.76374559310534,-221.8579082381657,151.1902019915442,-18.201137971478374,132.7104186384513,211.0295880920312,-39.50544713787167,-36.02151553526346,276.5052071823593,254.96939716856286,577.1320391946356,-86.15394975946401,164.71826328586212,3.852290051442976,4.706184292195414,178.49608885389407,-2.589491316158046,-33.89371472197445,-1.2100759999298134,-1.6613050252644825,0.47465791840464533,-339.3685810647585,-268.09489271443454,-45.902669503749166,0.16963897456209764,70.92377042990401,-1.53320469087177,,-0.37752122478089944,0.45951056758281617,96.98032621074708,2943.6836655323805,0.2167207667967297,0.4095720692450229,-0.04603077162553859,0.4093291903859111,7.882987499385763e-05,,,,,-0.49997451256236225,0.45089433949666535,-13.131212485270225,-0.030107027635714267,7.758596214813679,,,-0.6477837592211504,292103565.7030716,0.006378758113939398,0.0022430691820254367,0.0008529185457062383
1994-04-01,-18.817836358090062,171.75353764082587,-141.8625151501401,6.36433249824745,219.10991355217357,12.670761927813146,-406.52585854314384,-81.37355628483328,-62.13187067118815,3134.6201443942864,-138.60314836890393,172.52539375714332,-69.06107428123323,-50.77724286416492,-1.1566910019382703,-48.66650591424059,-62.23271128187707,0.37687007841486775,22.78785880693067,37.76744331257942,-647.8010064359623,8.42283339241476,-208.71049611873968,21.965068750151204,-238.36450595115093,-75.26306941370058,-473.1072422254492,-141.8625151501401,6.36433249824745,104.54799270751028,-861.7964459487994,25341.003133031885,196.31487436028692,-107.9919649570329,451.5465819735473,9.790195981542638,-554.0335805557042,49.07229175954296,-23.70641139798863,-332.65861110060905,514.9140554539008,52.5271915244266,34.90236650254974,86.50447055207587,139.61149544166983,387.54635040790527,718.1827469647105,897.8868502501573,-921.9820599065279,377.07641657363274,652.6090420732216,0.1612364919324775,0.17619007255913585,-0.17067354318561456,-0.16280270355331083,0.015863034415048105,115.64299359229014,0.14351854699413025,0.142210647581841,0.16279739419579187,0.26878198291214517,106.61056648557751,-0.7079441076758002,-1.206595591341312,-0.8906479884097536,-0.1728077792406708,-0.23024836419672567,-0.2577298667529675,-0.06571753379945733,0.1858819793426676,-0.12367568374857285,100.55238925418962,0.11977942982237266,-0.08133715003397413,-22.409228483462357,-185.28755789935713,314.2396978678935,-74.85141483582629,-579.8365821153602,26.80155676862438,-13.745284853054272,-354.2276285686512,440.86065649340526,18.889576576431864,5.278951314154938,23.618484701535635,-226.7848386511905,283.60445123007594,318.2275609229255,585.5129858988512,-886.1859121119778,-325.2536717916082,462.3411702161502,390.79163149354554,3.7566268470092883,4.4690037568821905,174.04226386610037,-9.189299499548895,-10.35071493748137,-27.344512871723055,-2.4258781197036114,0.11306559896335955,70.73269667991553,69.45314562210842,-15.488016679314569,0.1270239730480185,64.69670807553274,-1.499267448812816,,-0.9016417484857437,0.14894020505813632,458.54780604175903,2896.0227620296773,0.22000551057194428,-0.07832602188097582,-0.397779307606271,-0.07793176039159277,-0.4197552386768564,,,,,-0.3435611618185206,0.4017713765243567,-11.679465593836085,-0.0428429899894347,6.1374808535169905,,,0.896248782237846,179213774.5836258,-0.004775391142571195,0.00179851429424005,-0.00020576184907916684
